Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,X34
250400905000154,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009027,Monte Castelo,1,0,235,751,3.2,2.59,560.42,218409.4,651.98,194279.77,362.02,167461.87,577.63,142592.61,NA
250400905000155,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009027,Monte Castelo,1,0,285,975,3.42,2.32,583.53,168536.9,639.63,148777.56,328.75,150272.41,581.85,118631.3,NA
250400905000156,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009027,Monte Castelo,1,0,247,868,3.51,3.4,458.18,96656.3,516.76,78660.4,267.67,92398.79,439.88,76054.67,NA
250400905000158,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009027,Monte Castelo,1,0,9,31,3.44,0.28,582.22,126194.44,582.22,126194.44,277.5,125758.7,555,94936.36,NA
250400905000159,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009027,Monte Castelo,1,0,112,485,4.33,4.82,587.52,413132.61,658.02,416348.87,282.8,205347.42,530.41,254044.08,NA
250400905000160,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009038,Sandra Cavalcante,1,0,316,1086,3.44,2.28,1472.34,2654789.56,1530.46,2670688.11,806.63,1604674.06,1187.63,1910596.74,NA
250400905000161,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009038,Sandra Cavalcante,1,0,267,923,3.46,3.02,2478.58,20861688.64,2690.16,22078309.84,1200.47,8820147.99,1916.32,12715884.48,NA
250400905000162,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009038,Sandra Cavalcante,1,0,348,1169,3.36,2.09,1425.81,4993559.06,1642.98,5398692.37,786.95,2354486.67,1251.58,3164346.26,NA
250400905000163,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009038,Sandra Cavalcante,1,0,336,1234,3.67,2.76,1446.44,10178983.81,1598.7,11009775.97,756.58,4059403.44,1205.62,5930213.75,NA
250400905000164,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009038,Sandra Cavalcante,1,0,224,728,3.25,2.22,2304.86,7667620.2,2435.32,7784466.86,1134.12,3903289.23,1764.79,4963385.48,NA
250400905000165,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009044,Tambor,1,0,343,958,2.79,1.73,2710.57,10037927.99,3296.9,10277031.3,1791.94,6989931.95,2789.69,8100556.69,NA
250400905000166,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009044,Tambor,1,0,207,571,2.76,1.8,1546,1600994.91,1675.51,1517682.05,979.21,1369151.27,1467.36,1335302.1,NA
250400905000167,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009044,Tambor,1,0,143,518,3.62,3.25,520.13,112188.54,531.28,108645.8,309.11,126982.58,506.57,107999.07,NA
250400905000168,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009044,Tambor,1,0,177,592,3.34,2.65,1140.21,2007073.22,1201.3,2041420.67,619.61,1113176.85,939.65,1388253.16,NA
250400905000169,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009044,Tambor,1,0,328,1156,3.52,2.93,636.38,252511.29,673.34,242259.52,361.31,214371.33,580.21,217245.39,NA
250400905000170,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009044,Tambor,1,0,283,918,3.24,2.68,410,293473.98,583.07,316558.31,349.24,185094.3,548.3,181443.92,NA
250400905000171,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009044,Tambor,1,0,312,1090,3.49,2.42,1133.78,1570488.37,1183.07,1580484.61,598.74,879120.17,929.59,1057649.88,NA
250400905000172,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009044,Tambor,1,0,376,1304,3.47,2.11,1242.59,1559943.5,1334.89,1552585.08,651.06,937315.75,1076.9,1092037.39,NA
250400905000173,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009018,Jardim Paulistano,1,0,346,1139,3.29,2.4,782.18,623206.08,920.53,606023.16,514.6,429931.22,806.54,438386.64,NA
250400905000174,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009018,Jardim Paulistano,1,0,153,520,3.4,1.98,1763.25,2443545.82,1822.82,2417336.36,937.35,1831611.26,1471.02,2090325.89,NA
250400905000175,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009018,Jardim Paulistano,1,0,223,752,3.37,3.12,1875.62,4221490.34,1954.5,4244966.11,1000.83,2565242.27,1436.07,3056859.33,NA
250400905000176,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009018,Jardim Paulistano,1,0,322,1090,3.39,2.42,1762.99,3206856.03,1849.13,3204250.96,1018.09,3485692.96,1590.76,4537138.49,NA
250400905000177,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009018,Jardim Paulistano,1,0,334,1201,3.6,3.17,2043.62,4532194.95,2062.14,4535085.62,1033.55,2688483.79,1538.54,3225897.73,NA
250400905000178,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009018,Jardim Paulistano,1,0,347,1205,3.47,2.06,2343.65,6626884.69,2456.94,6669001.58,1216.04,3754808.99,1891.03,4563738.92,NA
250400905000179,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009011,Cruzeiro,1,0,278,945,3.4,2.41,854.71,3512822.97,900.04,3658867.44,499.71,1881033.11,764.32,2676355.96,NA
250400905000180,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009011,Cruzeiro,1,0,303,994,3.28,2.58,495.43,1494956.79,682.34,1933420.32,380,665154.2,611.28,929116.9,NA
250400905000181,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009011,Cruzeiro,1,0,327,1179,3.61,2.47,581.22,747799.9,815.7,858696.13,511.25,544878.3,800.8,621719.73,NA
250400905000182,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009011,Cruzeiro,1,0,554,1955,3.53,2.3,1097.86,1527532.65,1228.72,1548859.02,596.43,906725.62,1033.34,1119696.4,NA
250400905000183,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009011,Cruzeiro,1,0,246,829,3.37,1.74,1225.01,1062808.71,1250.42,1053038.5,670.33,780285.08,1041.92,825759.37,NA
250400905000184,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009011,Cruzeiro,1,0,206,744,3.61,3.65,630.17,273682.22,672.61,263514.19,365.75,292657.35,596.75,339769.51,NA
250400905000185,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009011,Cruzeiro,1,0,381,1268,3.33,1.52,1055.22,688709.7,1086.59,675060.03,581.05,568696.82,943.43,581507.91,NA
250400905000186,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009011,Cruzeiro,1,0,290,1056,3.64,2.47,1103.71,1037120.84,1168.16,1022340.95,569.92,671657.93,961.94,756710.76,NA
250400905000187,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009011,Cruzeiro,1,0,182,616,3.38,2.29,1405.69,2715624.8,1598.97,2780376.13,783.29,1516470.32,1288.87,1844655.45,NA
250400905000188,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009011,Cruzeiro,1,0,194,640,3.3,1.95,2094.26,4675335.74,2138.35,4679506.85,1063.42,2629589.93,1572.86,3089237.07,NA
250400905000189,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009041,Santa Rosa,1,0,223,783,3.51,2.92,1089.49,2092903.75,1190.97,2167345.81,645.31,1181291.29,1031.56,1490658.72,NA
250400905000190,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009041,Santa Rosa,1,0,310,1135,3.66,3.87,321.38,114326.66,395.35,111385.44,250.5,86931.4,401.15,78764.19,NA
250400905000191,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009041,Santa Rosa,1,0,226,814,3.6,3.06,564.32,625432.44,792.15,697910.69,343.98,308759.88,676.23,382522.86,NA
250400905000192,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009041,Santa Rosa,1,0,284,998,3.51,2.4,928.56,2044701.94,1151.58,2279992.46,618.06,1185585.88,955.28,1510912.95,NA
250400905000193,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009041,Santa Rosa,1,0,309,1094,3.54,2.58,719.38,588953.66,779.96,591308.76,401.84,337824.83,650.4,385206.12,NA
250400905000194,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009041,Santa Rosa,1,0,301,1032,3.43,3.89,715.96,305704.44,740.57,297962.56,404.98,218396.37,610.57,203715.95,NA
250400905000195,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009041,Santa Rosa,1,0,58,215,3.71,2.39,917.93,1183967.57,1183.11,1212908.28,596.53,686398.16,942.9,758941.1,NA
250400905000196,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009041,Santa Rosa,1,0,296,988,3.34,2.67,770.1,414266.15,817.03,401123.19,472.42,306716.88,685.66,298937.3,NA
250400905000197,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009041,Santa Rosa,1,0,279,945,3.39,2.39,1116.87,2967811.49,1231.65,3132087.18,616.4,1391431.21,988.44,1864433.86,NA
250400905000198,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009041,Santa Rosa,1,0,440,1558,3.54,3.45,994.3,1711466.57,1026.97,1734207.61,539.8,957829.93,854.35,1247592.94,NA
250400905000199,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009051,JARDIM QUARENTA,1,0,159,559,3.52,2.93,623.6,473591.37,756.89,473935.87,359.38,283997.51,666.2,322209.91,NA
250400905000200,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009046,Universitário,1,0,196,638,3.26,2.22,4274.79,10909613.92,4318.86,10831348.96,2253.24,8745111.73,3365.75,9319908.82,NA
250400905000201,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009046,Universitário,1,0,141,491,3.48,3.59,3714.18,9891382.86,3767.62,9831930.38,1836.95,6839149.53,2826.07,7729539.91,NA
250400905000202,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009046,Universitário,1,0,140,498,3.56,2.36,1459.42,5326851.76,1559.69,5538047.91,821.94,3161390.17,1302.93,4389246.48,NA
250400905000203,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009046,Universitário,1,1,311,1207,3.88,3.23,441.54,65931.94,475.16,54941.87,223.53,70619.06,381.67,60203.44,NA
250400905000204,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009003,Araxá,1,1,352,1228,3.49,3.08,477.83,519472.07,553.28,559883.5,267.16,261805.76,455.31,360678.88,NA
250400905000205,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009012,Cuites,1,0,241,898,3.73,3.79,651.4,2057810.72,720.13,2226200.1,345.94,770829.41,559.06,1127326.68,NA
250400905000206,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009012,Cuites,1,0,290,1026,3.54,2.82,490.97,301112,558.36,304829.18,284.33,324299.57,557.03,483793.47,NA
250400905000207,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009017,Jardim Continental,1,0,383,1395,3.64,3.31,464.7,388869.36,539.33,411139.69,234.23,189779.38,467.19,269842.38,NA
250400905000208,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009017,Jardim Continental,1,0,153,576,3.76,3.37,618.1,814733.87,690.29,860388.13,314.83,443428.44,655.08,700914.92,NA
250400905000209,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009024,Louzeiro,1,0,186,666,3.58,3.03,566.29,220122.28,650.19,198049.54,319.86,179306.98,601.38,167783.37,NA
250400905000210,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009029,Nações,1,0,189,676,3.58,2.1,2492.34,10349159.11,2560.07,10457590.33,1226.59,5676956.82,1969.77,7658018.13,NA
250400905000211,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009030,Nova Brasília,1,1,91,316,3.47,3.34,262.8,55845.07,351.69,43287.71,176.13,52713.44,374.28,37720.54,NA
250400905000212,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009030,Nova Brasília,1,0,334,1304,3.9,2.89,384.17,606652.83,442.46,673135.95,284.92,383835.9,442.81,526849.82,NA
250400905000213,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009030,Nova Brasília,1,0,201,747,3.72,2.61,758.07,897325.74,832.64,923645.59,405.34,462256.32,714.22,594277,NA
250400905000214,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009030,Nova Brasília,1,0,344,1207,3.51,3.04,650.01,974705.59,765.76,1059935.01,435.57,671670.1,677.26,880998.8,NA
250400905000215,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009026,Mirante,1,0,245,885,3.61,2.24,6347.58,40073470.5,6479.82,40051342.72,2949.77,23691852.53,4514.48,29206214.5,NA
250400905000216,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009048,Vila Cabral,1,0,243,829,3.41,2.78,520.28,112647.33,579.94,90863.2,300.66,110443.84,531.24,72557.33,NA
250400905000217,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009048,Vila Cabral,1,0,289,1025,3.55,2.98,541.73,149398.03,571.39,140598.94,308,122023.42,477.07,108322.49,NA
250400905000218,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009048,Vila Cabral,1,0,246,857,3.48,2.61,1202.46,41040663.54,1320.56,44932862.71,598.78,14296295.54,955.93,22500140.26,NA
250400905000219,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009048,Vila Cabral,1,1,108,397,3.68,2.78,496.36,180715.13,564.28,166971.97,283.06,130279.83,524.3,114741.59,NA
250400905000220,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009016,Itararé,1,0,164,600,3.66,1.92,4475.2,13491427.26,4558.58,13361881.17,2155.95,15560720.97,3390.78,20300834.1,NA
250400905000221,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009016,Itararé,1,0,341,1107,3.25,2.42,1790.83,3925227.67,1867.5,3950171.69,930.46,2097562.41,1390.73,2495661.89,NA
250400905000222,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009014,Distrito Industrial,1,0,143,500,3.5,2.55,530.36,136251.99,570.23,123662.98,300.61,128097.99,472.04,120194.2,NA
250400905000223,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009035,Presidente Médici,1,0,188,655,3.48,2.59,1150.86,1459302.81,1250.65,1461045.31,593.11,819223.68,1003.18,974720.15,NA
250400905000224,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009035,Presidente Médici,1,0,195,665,3.41,2.55,1306.19,1221137.54,1340.56,1207119.22,727.01,947904.21,1107.74,1022760.83,NA
250400905000225,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009035,Presidente Médici,1,0,173,659,3.81,2.99,1478.59,1569421.55,1550.28,1534162.79,739.1,965541.16,1138.72,1032713.09,NA
250400905000226,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009039,Santa Cruz,1,0,316,1074,3.4,2.87,632.07,275036.34,693.52,259103.39,371.37,206662.35,594.46,198175.14,NA
250400905000227,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009039,Santa Cruz,1,0,380,1271,3.34,2.12,1203.5,1909551.83,1270.36,1930758.83,613.29,1123747.26,1063.5,1470423.83,NA
250400905000228,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009039,Santa Cruz,1,0,296,980,3.31,2.09,1148.15,1549384.37,1200.89,1557247.78,620.57,861478.32,929.28,1003390.78,NA
250400905000229,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009039,Santa Cruz,1,0,154,515,3.34,2.41,1167.68,1173137.07,1223.28,1160898.79,640.63,725622.02,984.12,776819.57,NA
250400905000230,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009039,Santa Cruz,1,0,110,412,3.75,1.68,1209.84,1023709.17,1317.64,972371.01,637.95,745542.98,994.73,807888.4,NA
250400905000231,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009039,Santa Cruz,1,0,275,697,2.53,1.37,998.93,561760.49,1040.55,541781.79,700.56,518955.64,922.54,478517.15,NA
